CNPJ,Razao Social,Porte,Total_Pago,Ticket_Medio_Cliente,Qtd_Propostas,Produtos_Adquiridos,Mensalidade_Estimada_Base
11069316000318,Tubos Tigre-Ads Do Brasil Limitada,3. Pequeno,117941.65,3276.1569444444444,36,"Sesi Cambona - Aet + Pae - Tubos Tigre, Sesi Cambona - Renovacao Sst, Laudos E Aet - Tubos Tigre-ads Do Brasil Limitada, Educacao Corporativa (sipat) - Tubos Tigre-ads Do Brasil Limitada, Saude E Seguranca - Tubos Tigre - Ads Do Brasil Limitada, Promocao A Saude - Tubos Tigre, TREINAMENTOS NORMATIVOS, TREINAMENTOS NORMATIVOS - NR 12, CONSULTA COM OFTALMO E LAUDO DE ADEQUAÇÃO AO PCD, EDUCAÇÃO CORPORATIVA - NR 11, EDUCAÇÃO CORPORATIVA - BRIGADA DE INCÊNDIO, MEDIÇÕES AMBIENTAIS, COMBO DE SST, SIPAT 2023, TREINAMENTOS NORMATIVOS - NR 11 E NR 12, PCA, EDUCAÇÃO CORPORATIVA - NR 11 (PTA), EDUCAÇÃO COPORTIVA - NR 10 RECICLAGEM, EDUCAÇÃO CORPORATIVA - NR 12, CAMPANHA DE CARNAVAL, AET, SIPAT, SERVIÇOS EM SST - TÉCNICO DE SEGURANÇA, SERVIÇOS EM SST - RENOVAÇÃO, EDUCAÇÃO CORPORATIVA - OPERADOR DE EMPILHADEIRA, ACOMPANHAMENTO DO COLABORADOR AFASTADO POR SUSPEITA DE COVID-19, TECNICA DE ENFERMAGEM TEMPORÁRIA, ATENDIMENTO DA ENFERMEIRA TEMPORÁRIO (20.06.20 A 20.07.20), CURSO NR12, ATENDIMENTO DA ENFERMEIRA TEMPORÁRIO, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SIPAT - TUBOS TIGRE, SERVIÇOS EM SAÚDE E SEGURANÇA",1404.0672619047618
29722597000160,SOLARIC ENERGIA FOTOVOLTAICA INSTALACAO LTDA,3. Pequeno,116002.98999999999,8923.306923076922,13,"MÃO DE OBRA TÉCNICA ESPECIALIZADA, EDUCAÇÃO CORPORATIVA, CONTRATO DE SAÚDE E SEGURANÇA, SOLARIC OBRA INHAPI, SOLARIC OBRA SANTANA DO IPANEMA, COMBO DE CAMPANHAS 2024, MEDIÇÕES, COMBO DE CAMPANHAS 2023, CURSOS NORMATIVOS E CAMPANHAS, MEDIÇÕES AMBIENTAIS, COMBO DE SERVIÇOS EM SST E CONSULTORIA PARA O E-SOCIAL",1380.987976190476
13808130000288,Bioflex Agroindustrial S.A.,3. Pequeno,107314.79000000001,9755.890000000001,11,"Eco - Teatro Protfolio Acidente Zero Ja - Bioflex, Saude E Seguranca - Granbio, RENOVAÇÃO DOS PROGRAMAS LEGAIS, PPPS, PPP, ELABORAÇÃO DE PPP, GESTÃO MÉDICA OCUPACIONAL, CURSO NR05 - CIPA, RENOVAÇÃO DE GESTÃO MÉDICA",1277.5570238095238
24174070000124,Record Planejamento E Construcao Ltda,3. Pequeno,103345.68000000002,34448.560000000005,3,"Sesi Farol - Renovacao De Combo Sst - Record Construcoes, Saude E Seguranca Na Industria - Mao De Obra Terceirizada Tecnico De Seguranca - Record, Eco - Campanha Setembro Amarelo - Record Escritorio",1230.3057142857147
5862270000125,Cape Aguas Nordeste Industria E Comercio Ltda,3. Pequeno,102222.53000000001,2762.7710810810813,37,"Sesi Cambona - Renovacao Do Combo Sst - Cape Aguas Nordeste Industria E Comercio Ltda, Seguranca Do Trabalho - Bauminas, Educacao Corporativa - Bauminas, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - PALESTRA, EDUCAÇÃO CORPORATIVA - AÇÕES TEATRAIS, CAMPANHA EDUCATIVA TEATRAL - NOVEMBRO AZUL, EDUCAÇÃO CORPORATIVA - NR 05, CAMPANHA TEATRAL DE SST - JULHO, AET E LAUDO DE PERICULOSIDADE, AÇÃO EDUCATIVA TEATRAL, CAMPANHA DE CARNAVAL, AÇÃO EDUCATIVA TEATRAL - SIPAT, TREINAMENTO NORMATIVO - NR 05 CIPA 16H, EDUCAÇÃO CORPORATIVA - CAMPANHA OUTUBRO ROSA, TREINAMENTO NORMATIVO - NR05 CIPA 16H, CAMPANHA DE SST 2022, AÇÃO EDUCATIVA TEATRAL - CAMPANHA ABRIL VERDE, ELABORAÇÃO DOS PROGRAMAS LEGAIS, TEATRO CUSTOMIZADO, SERVIÇOS EM SST - COMBO, EDUCAÇÃO CORPORATIVA - CURSO DE CIPA, AÇÃO EDUCATIVA TEATRAL - SIPATMA, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST, SIPATMA, CURSO NR05 - CIPA, CURSO - NR 11 SEGURANÇA EM OPERAÇÃO DE EMPILHADEIRA E TALHA ELÉTRICA, ELABORAÇÃO DE PPP, AÇÃO TEATRAL DE CARNAVAL, PPP - SEVERINO FERNANDES DA SILVA FILHO.",1216.934880952381
10600679000103,Rs Locacoes Ltda,3. Pequeno,89539.13999999997,5596.196249999998,16,"Combo Sst - Rs Locacoes, Combo Sst - Rs Locacoes (mvv), SERVIÇOS EM SST, MEDIÇÕES, MÃO DE OBRA TÉCNICA, SERVIÇOS EM SST (RENOVAÇÃO)  - UNIDADE MVV, CAMPANHA TEATRAL, CAMPANHA SST, CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS EM SST - UNIDADE MATRIZ, RENOVAÇÃO DOS PROGRAMAS LEGAIS, RENOVAÇÃO DOS PROGRAMAS LEGAIS/MVV, RENOVAÇÃO DOS PROGRAMAS LEGAIS/OBRA CERCA MVV, EDUCAÇÃO CORPORATIVA",1065.9421428571425
39965463000123,Coco De Alagoas Ltda,4. Micro,79561.48,26520.493333333332,3,"Prestacao De Servicos Sesi - Grupo Camaragibe, Mao De Obra Especializada - Engenheiro - Grupo Camaragibe, Ufas - Cresce Industria - Coco De Alagoas",947.1604761904762
3798361000202,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,4. Micro,78178.58,6013.736923076924,13,"CAMPANHA TEATRAL, EDUCAÇÃO CORPORATIVA, EDUCAÇÃO CORPORATIVA - ESCOLA DE ELETRICISTAS, EDUCAÇÃO CORPORATIVA - EQUATORIAL, MÃO DE OBRA ESPECIALIZADA, SERVIÇOS EM SST, CAMPANHA SST, RENOVAÇÃO DOS PROGRAMAS LEGAIS, RENOVAÇÃO DOS PROGRAMAS",930.697380952381
3798361000466,Servico Nacional De Aprendizagem Industrial,3. Pequeno,77553.27,8617.03,9,"EDUCAÇÃO CORPORATIVA - AÇÃO TEATRAL ABRIL VERDE, EDUCAÇÃO CORPORATIVA - NR 35, TREINAMENTOS NORMATIVOS (NR 10 BÁSICO, NR 10 SEP E NR 35), CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, SERVIÇOS EM SST, CAMPANHA DE SST 2022, MÃO DE OBRA ESPECIALIZADA E MEDIÇÕES, CURSO NORMATIVO",923.2532142857143
3798361000628,Servico Nacional De Aprendizagem Industrial,4. Micro,72841.68,14568.336,5,"EDUCAÇÃO CORPORATIVA - NR 10 , NR 10 SEP E NR 35, TREINAMENTOS NORMATIVOS - NR 10 E NR 35, SERVIÇOS EM SST",867.1628571428571
9066964000107,ALIANCA CONSTRUCOES LTDA - EPP,3. Pequeno,72420.99,6583.726363636364,11,CONTRATO DE SAÚDE E SEGURANÇA,862.1546428571429
5132476000108,Proteica Alimentos Limitada,3. Pequeno,66184.99999999988,16546.24999999997,4,"Mao De Obra Tecnica Especializada - Proteica, Servico Em Sst - Proteira, Ppp- Proteica Alimentos Limitada, Medicoes Proteica Alimentos Limitada",787.9166666666653
279531000670,Tupan Construcoes Ltda,3. Pequeno,61365.43,5578.675454545454,11,"Ufas - Medicoes - Tupan, Servicos Em Sst (renovacao) - Tupan, CONTRATO DE SAÚDE E SEGURANÇA, MEDIÇÕES, GESTÃO DO E-SOCIAL, GESTÃO MÉDICA OCUPACIONAL, CURSO NORMATIVO, SERVIÇOS SAÚDE E SEGURANÇA NO TRABALHO, CAMPANHA OUTUBRO ROSA NOVEMBRO AZUL, PROPOSTA PARA QUE OS PROCESSOS CHEGUEM PARA EXECUÇÃO - PROPOSTA ACEITA 448394",730.5408333333334
78391612000140,IBQ INDÚSTRIAS QUÍMICAS S/A,4. Micro,59067.68,2271.833846153846,26,"EDUCAÇÃO CORPORATIVA, PCMSO, MEDIÇÕES, SERVIÇOS EM SST, TRABALHO EM ALTURA",703.1866666666667
3798361000385,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,3. Pequeno,56295.509999999995,9382.585,6,"SERVIÇOS EM SST, COMBOS DE CAMPANHAS, nan",670.1846428571428
20997850000113,INCOFORTE - INDUSTRIA E COMERCIO DE FUMOS EXTRA FO,4. Micro,55615.26,9269.210000000001,6,"EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST, SERVIÇO EM SST",662.0864285714285
92660604014728,Yara Brasil Fertilizantes S/A,3. Pequeno,54939.08,2388.655652173913,23,"Educacao Corporativa - Teatro - Yara Brasil Fertilizantes S/a, Teatro - Yara Fertilizantes, COMBO DE CAMPANHAS 2024, CURSO NORMATIVO, TEATRO CORPORATIVO, SIPAT - SEMANA INTERNA DE PREVENÇÃO A ACIDENTES, AÇÃO TEATRAL ""SEGURANÇA DE PROCESSOS"", TREINAMENTO COERGO, SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO, TEATRO SOCIO EDUCATIVO, TEATRO SOCIOEDUCATIVO - SIPATMA, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, TEATRO SOCIOEDUCATIVO, ANÁLISE ERGONÔMICA, CURSO DE NR-10 BÁSICO, CAMPANHA OUTUBRO ROSA NOVEMBRO AZUL, LAUDOS E MEDIÇÕES, RELATÓRIO TÉCNICO - RUÍDO DE ENTORNO, TEATRO CUSTOMIZADO",654.0366666666666
12301511000122,Parque Das Flores Administracao Ltda,3. Pequeno,53198.630000000005,2659.9315,20,"Saude E Seguranca - Parque Das Flores Administracao - Renovacao 2026, Saude E Seguranca - Parque Das Flores Administracao Ltda, SERVIÇOS EM SST - PGR E PCMSO, MEDIÇÃO DE RUÍDO, EDUCAÇÃO CORPORATIVA - CIPA, EDUCAÇÃO CORPORATIVA - COMBO, EDUCAÇÃO CORPORATIVA - PALESTRAS, ASSISTÊNCIA TÉCNICA EM PERÍCIA JUDICIAL, COMBO EM SST, nan, PPP, RENOVAÇÃO DOS PROGRAMAS LEGAIS, EDUCAÇÃO CORPORATIVA, MAPA DE RISCO, ASSISTÊNCIA TÉCNICA EM PERÍCIA JUDICIAL - ENGENHEIRO DE SEGURANÇA, SERVIÇOS EM SST - RENOVAÇÃO",633.3170238095239
78908266001015,Mili S/A,3. Pequeno,50538.06,1329.948947368421,38,"Sesi - Combo Sst (renovacao) - Mili S/a, Assistencia Tecnica Em Pericia Judicial (engenharia De Seguranca)  - Mili S/a, CURSO DE TRABALHO EM ALTURA - NR35, CURSO NORMATIVO, CONTRATO DE SAÚDE E SEGURANÇA, CURSO DE BRIGADA DE INCÊNDIO, ANALISE ERGONOMICA DO TRABALHO, NORMATIVO NR 35 - 8H, TRABALHO EM ALTURA, TREINAMENTO DE NR 11, CAMPANHA  NOVEMBRO AZUL, CURSO NORMATIVO NR35 8H, CAMPANHA SETEMBRO AMARELO, PROGRAMA DE CONSERVAÇÃO AUDITIVA - PCA, nan, CURSO NR-35 TRABALHO EM ALTURA, MEDIÇÕES, MEDIÇÃO, RENOVAÇÃO DE PROGRAMAS LEGAIS, CURSO NORMATIVO:  EMPILHADEIRA (RECICLAGEM), CAMPANHA DE CARNAVAL 2022, CAMPANHA NOVEMBRO AZUL, PALESTRAS SIPAT, TREINAMENTO DE PRIMEIROS SOCORROS, CONSULTORIA EM SAÚDE E SEGURANÇA NO TRABALHO, SERVIÇOS EM SST, CARNAVAL DA PREVENÇÃO, SIPAT - SEMANA INTERNA DE PREVENÇÃO EM ACIDENTE DE TRABALHO, CURSOS NORMATIVOS, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, SERVIÇOS DE SST",601.6435714285714
24239931000105,Ibratin Nordeste Ltda,3. Pequeno,48849.59,1395.7025714285712,35,"Ufas - Ltcat Individual - Ibratin Nordeste Ltda, Ltcat Individual - Ibratin Nordeste Ltda, Combo Sst (renovacao) - Ibratin Nordeste Ltda, Ltcat Individual - Ibratin Nordeste Ltdal, Ppp - Ibratin Nordeste Ltda, Teatro Corporativo - Ibratin, EDUCAÇÃO CORPORATIVA - CIPA, AÇÕES EDUCATIVAS, ANÁLISE DE VULNERABILIDADE, SERVIÇOS DE SAÚDE E SEGURANÇA NO TRABALHO, PPP - PERFIL PROFISSIOGRÁFICO PREVIDENCIÁRIO (ORIENTAÇÃO), TEATRO CORPORTIVO, CONTRATO DE SAÚDE E SEGURANÇA, VISITA TÉCNICA EM SST, CAMPANHA NOVEMBRO AZUL, LAUDO TÉCNICO INDIVIDUAL, CAMPANHA ABRIL VERDE 2022, TEATRO SOCIOEDUCATIVO, RENOVAÇÃO DOS PROGRAMAS LEGAIS, ELABORAÇÃO DE PPP, ANÁLISE ERGONÔMICA, SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO, TREINAMENTOS, ORIENTAÇÃO PARA ELABORAÇÃO - PPP, PROGRAMA +EQUILÍBRIO, CIPA, SERVIÇOS EM SÁUDE E SEGURANÇA NO TRABALHO, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, SERVIÇO EM SAÚDE E SEGURANÇA NO TRABALHO",581.5427380952381
3318115000206,Amorim Barreto Engenharia Ltda,3. Pequeno,48159.21,9631.842,5,"Negocio 03.318.115/0002-06 - Amorim Barreto Engenharia Ltda, Sipat 2025 - Amorim Barreto Engenharia Ltda, SIPAT 2024, MEDIÇÕES AMBIENTAIS, SIPAT - SEMANA INTERNA DE PREVENÇÃO DE ACIDENTES",573.3239285714286
4493020000100,CONCRENORTE - CONCRETO DO NORDESTE LTDA,3. Pequeno,47853.08,2080.568695652174,23,"EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST, CAMPANHA TEATRAL, EDUCAÇÃO COORPORATIVA, SERVIÇOS EM SST - RS LOCAÇÕES, CAMPANHA SST, RENOVAÇÃO DOS PROGRAMAS, RENOVAÇÃO PCMSO, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, PPRA - M. ROSCOE, PCMSO - M. ROSCOE, PCMSO",569.6795238095239
24322398000302,Especiarya Industria E Comercio Ltda,3. Pequeno,47778.43999999999,23889.219999999994,2,"TEATRO NOVEMBRO AZUL, SERVIÇOS EM SST - GRUPO PALATO",568.7909523809523
8911577000167,Cbe - Companhia Brasileira De Esquadrias Ltda,3. Pequeno,46764.600000000006,15588.200000000003,3,"Seguranca Do Trabalho - Cbe - Cresce Industria, nan",556.7214285714286
5537083000176,VISION ENGENHARIA E CONSULTORIA S.A.,3. Pequeno,46485.27,9297.054,5,"LAUDOS E MEDIÇÕES, SERVIÇOS EM SST, EDUCAÇÃO CORPORATIVA",553.3960714285714
6009273000183,MEMORIAL PARQUE DE MACEIÓ LTDA,3. Pequeno,45256.33,3017.088666666667,15,"AET - ANÁLISE ERGONÔMICA DO TRABALHO, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - COMBO, EDUCAÇÃO CORPORATIVA - NR 05, PALESTRA DE ERGONOMIA NA EMPRESA, MEDIÇÕES AMBIENTAIS, ELABORAÇÃO DOS PROGRAMAS LEGAIS - COMBO, MAPA DE RISCO, ANÁLISE ERGONÔMICA, EDUCAÇÃO CORPORATIVA - NR 12 (RECICLAGEM), EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST - RENOVAÇÃO, AÇÃO TEATRAL, SERVIÇOS EM SST",538.7658333333334
75784140000873,Amafil Industria E Comercio De Alimentos Ltda,3. Pequeno,45007.47,3750.6225,12,"Medicoes - Amafil, Combo Em Sst - Amafil Alagoas, TREINAMENTO, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO COORPORATIVA, EDUCAÇÃO CORPORATIVA, CAMPANHA SST, SERVIÇOS EM SST, RENOVAÇÃO DOS PROGRAMAS LEGAIS",535.8032142857143
3418733000139,IGRAMAL INDUSTRIA DE GRANITOS E MARMORES LTDA - EPP,3. Pequeno,43823.200000000004,4382.320000000001,10,"PALESTRAS EDUCATIVAS, VISITA ´TÉCNICA - TÉCNICO DE SEGURANÇA, EDUCAÇÃO CORPORATIVA - NR 35, CONTRATO DE SAÚDE E SEGURANÇA, PCA, SERVIÇOS EM  SST, VISITA TÉCNICA E ANÁLISE DE VULNERABILIDADES, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST - RENOVAÇÃO, SERVIÇOS EM SST",521.704761904762
12970570000193,Inap - Industria Alimenticia Popular Ltda,4. Micro,43567.470000000016,2904.498000000001,15,"Servicos Em Sst - Inap, Combo Sst - Inap, CAMPANHA, EDUCAÇÃO CORPORATIVA, EDUCAÇÃO COORPORATIVA, CAMPANHA SETEMBRO AMARELO, CAMPANHA SST, CAMPANHA - OUTUBRO ROSA E NOVEMBRO AZUL, CAMPANHA - SETEMBRO AMARELO, GESTÃO DO ESOCIAL, CAMPANHA ABRIL VERDE, RENOVAÇÃO PCMSO, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, PCMSO",518.6603571428574
13342753000470,MINERAÇÃO BARRETO SA,3. Pequeno,42439.32,3264.563076923077,13,"SERVIÇO EM SST, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA, EDUCAÇÃO COORPORATIVA, COMBO CAMPANHAS - 2023, CAMPANHA - OUTUBRO ROSA E NOVEMBRO AZUL, CAMPANHA - SETEMBRO AMARELO, CAMPANHA ABRIL VERDE, GESTÃO DO ESOCIAL, RENOVAÇÃO DOS PROGRAMAS LEGAIS, CAMPANHA OUTUBRO ROSA E NOVEMBRO AZUL, RENOVAÇÃO DOS PROGRAMAS",505.23
45412531000120,Associacao Dos Proprietarios De Unidades Autonomas Do Futuro Edificio Jardins Maria Luiza,3. Pequeno,41747.04,3478.92,12,"Saude E Seguranca - Associacao Dos Proprietarios De Unidades Autonomas Do Futuro Ed. Jardins Maria Luiza, Eco - Campanha Abril Verde - Record - Obra Associacao Dos Proprietarios De Unidades Autonomas Do Futuro Edificio Jardins Maria Luiza, Seguranca - Medicoes - Obra Maria Luiza - Record Construcoes, SST - VISITA TÉCNICA DE MONITORAMENTO, TREINAMENTOS NORMATIVOS, EDUCAÇÃO CORPORATIVA - PROPOSTA COMBO TEATRO, EDUCAÇÃO CORPORATIVA -  NR 10 RECICLAGEM, MEDIÇÕES AMBIENTAIS - COMPLEMENTO DA PROPOSTA DE Nº 1484703, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - NR 10 RECICLAGEM, EDUCAÇÃO CORPORATIVA - AÇÃO TEATRAL DO PORTFÓLIO, COMBO DE CAMPANHAS",496.98857142857145
4522379000665,Qualicoco Ltda,3. Pequeno,40915.96000000003,8183.1920000000055,5,"Seguranca E Saude - Combos - Qualicoco, Peca Teatral - Qualicoco Ltda, CONTRATO DE SAÚDE E SEGURANÇA, ANÁLISE ERGONÔMICA",487.09476190476227
26155529000178,Superpaver Asfaltos Ltda,3. Pequeno,40772.46000000001,3136.343076923077,13,"Ufas - Avaliacao Quantitativa De Btxe  - Superpaver Asfaltos Ltda, Assistencia Tecnica Em Pericia Judicial - Superpaver Asfaltos Ltda, Negocio 26.155.529/0001-78 - Superpaver Asfaltos Ltda, Sst - Assistencia Tecnica Em Pericia Judicial - Superpaver Asfaltos Ltda, Eco - Combo De Teatro - Superpaver Asfaltos Ltda, Sst - Aet - Superpaver Asfalto Ltda, Medicoes - Superpaver Asfaltos Ltda, ASSISTÊNCIA TÉCNICA EM PERÍCIA JUDICIAL - SEGURANÇA DO TRABALHO, CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇO EM SAÚDE E SEGURANÇA NO TRABALHO",485.38642857142867
3692424000152,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,3. Pequeno,40439.15,3110.7038461538464,13,"TREINAMENTOS NORMATIVOS - NR5 12HORAS, EDUCAÇÃO CORPORATIVA - BRIGADA DE INCÊNDIO, COMBO DE SST, TEATRO CUSTOMIZADO, EDUCAÇÃO CORPORATIVA - NR 35, 3º ADITIVO - PGR, PCMSO, INSALUBRIDADE E PERICULOSIDADE, LTCAT E MEDIÇÕES, AÇÃO EDUCATIVA TEATRAL, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST - RENOVAÇÃO",481.4184523809524
1899414000167,Mecbrun-Industria E Comercio Ltda,3. Pequeno,39270.259999999995,3272.521666666666,12,"Sesi Cambona - Ltcat + Ho - Mecbrun Industrial, Saude E Seguranca No Trabalho - Mecbrun, PCMSO E EXAMES, PCA, EDUCAÇÃO CORPORATIVA -  NR 35, NR 20 , NR 11, NR 18 E NR 34, EDUCAÇÃO CORPORATIVA, MEDIÇÕES AMBIENTAIS, ANÁLISE ERGONÔMICA DO TRABALHO, TREINAMENTO NORMATIVO - NR35 TRABALHO EM ALTURA, LAUDOS E MEDIÇÕES",467.50309523809517
